 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 67 820 16 4 ZTF_g 453310876315 0 2.2146 114.206 14.5504 26.222 3.37736e-05 0.0378998 -0.0498805 6.40085e-05 268 30. 0.048407 0.044605 19.4163 26.222 2 2458207.8108796 820120163 -63.43963327868 73.993263 -0.953725 1.012320 182.64990835846 130.493866 1.409109 1.055089 null null null null null 2458202.784919 2458244.747847 57
 68 819 13 4 ZTF_g 453312295115 0 2.0949 124.359 16.0173 26.2019 4.22985e-05 0.0400522 -0.0853302 8.20367e-05 250 30. 0.052829 0.044427 19.3493 26.2019 2 2458207.8122917 819120151 -78.68179548448 73.686577 -1.187793 0.943662 -72.21607458274 134.952621 -0.538726 1.059446 null null null null null 2458202.760613 2458233.738958 57
 69 820 16 4 ZTF_g 453331156315 0 1.9356 112.937 14.6465 26.2152 4.31056e-05 0.0442094 -0.0506715 7.42664e-05 296 30. 0.050709 0.037916 19.5189 26.2152 2 2458207.8311574 820120163 -74.07905290302 72.548698 -1.135849 0.971137 -186.3220602045 135.516800 -1.384160 1.056478 null null null null null 2458202.784919 2458244.747847 57
 70 820 16 3 ZTF_g 453331156215 0 2.1508 169.492 14.3973 26.1842 3.77799e-05 0.0401766 -0.0701657 7.06608e-05 260 30. 0.055274 0.048188 19.4093 26.1842 2 2458207.8311574 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 71 819 13 4 ZTF_g 453332555115 0 1.9681 130.928 15.6572 26.227 3.28987e-05 0.0373885 -0.0570954 5.98356e-05 271 30. 0.051493 0.042929 19.5208 26.227 2 2458207.8325579 819120151 -5.3718941217 66.005714 -0.090532 0.963949 -82.043532091 123.099953 -0.670968 1.065369 null null null null null 2458202.760613 2458233.738958 57
 72 820 16 4 ZTF_g 453334996315 0 1.9394 62.7566 20.483 25.5721 7.85562e-05 0.039694 -0.0311583 0.000181144 150 30. 0.051 0.044614 18.4844 25.5721 2 2458207.835 820120163 -27.16717635289 93.139030 -0.324465 0.935838 -34.18574206035 173.594070 -0.198256 1.061032 null null null null null 2458202.784919 2458244.747847 57
 73 820 16 3 ZTF_g 453334996215 0 2.0579 93.6506 20.4276 25.4815 0.000248203 0.0660186 -0.0185187 0.0005302 129 30. 0.057231 0.046465 18.3542 25.4815 2 2458207.835 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 74 819 13 4 ZTF_g 453355255115 0 2.0792 130.53 15.5052 26.2397 3.42287e-05 0.0380481 -0.0794652 6.21445e-05 275 30. 0.048838 0.045398 19.4583 26.2397 2 2458207.8552546 819120151 88.01539915489 62.689991 1.561763 1.062374 103.72749833079 117.304520 0.890214 1.054404 null null null null null 2458202.760613 2458233.738958 57
 75 820 16 3 ZTF_g 453374756215 0 2.0223 173.089 14.1955 26.1957 2.43273e-05 0.0325009 -0.0663612 4.39214e-05 266 30. 0.051482 0.045772 19.5039 26.1957 2 2458207.8747569 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 76 820 16 4 ZTF_g 453374756315 0 1.8297 114.336 14.2105 26.212 3.34516e-05 0.0387683 -0.0461594 5.87923e-05 290 30. 0.052562 0.039195 19.6186 26.212 2 2458207.8747569 820120163 66.04844511765 60.589619 1.212605 1.114524 157.0932280706 113.879738 1.388757 1.060802 null null null null null 2458202.784919 2458244.747847 57
 77 819 13 4 ZTF_g 454269585115 33 2.3499 42.3081 29.4762 24.9128 0.000572826 0.0509411 -0.0621537 0.00155798 52 30. 0.065582 0.055701 17.2672 24.9128 2 2458208.7695833 819120151 223.96351462693 139.014084 1.792146 0.973738 348.46641266174 242.792282 1.444911 1.066646 null null null null null 2458202.760613 2458233.738958 57
 78 820 16 4 ZTF_g 454270546315 1 2.1603 32.2646 29.9991 24.8651 0.00105305 0.060758 -0.0553457 0.00268767 35 30. 0.057853 0.051274 17.2695 24.8651 2 2458208.770544 820120163 -2.55783214924 153.908981 -0.018487 1.016207 126.65214749967 265.558411 0.480140 1.080069 null null null null null 2458202.784919 2458244.747847 57
 79 819 13 4 ZTF_g 454271965115 1 2.3143 52.9299 26.6121 25.5179 0.000449265 0.0627562 -0.109842 0.0011554 90 30. 0.056755 0.052156 17.9953 25.5179 2 2458208.7719676 819120151 83.89055621719 136.019287 0.686068 1.010931 -108.31191005407 233.030579 -0.467927 1.074687 null null null null null 2458202.760613 2458233.738958 57
 80 820 16 4 ZTF_g 454274316315 49 2.4085 17.3237 34.6432 24.209 0.0076723 0.0274603 -0.0189362 0.0264429 7 30. 0.067735 0.065483 16.3674 24.209 2 2458208.7743171 820120163 -81.14062946144 187.559448 -0.481232 0.988991 -121.48220237752 307.742920 -0.397411 1.090619 null null null null null 2458202.784919 2458244.747847 57
 81 820 16 4 ZTF_g 454303356315 0 2.6025 77.3533 21.887 25.8036 0.000126793 0.0452177 -0.0178314 0.00029759 123 30. 0.063722 0.056745 18.4114 25.8036 1 2458208.8033565 820120163 -108.77347676918 139.312531 -0.868536 0.942110 -9.93281094679 218.363739 -0.045794 1.089357 null null null null null 2458202.784919 2458244.747847 57
 82 820 16 4 ZTF_g 454305196315 0 2.2944 74.1326 25.7813 25.5893 0.000237586 0.055228 -0.0138262 0.000565067 104 30. 0.059591 0.056578 18.1286 25.5893 2 2458208.8051968 820120163 195.0163399173 127.729370 1.698381 0.960561 515.51455183332 212.532562 2.441916 1.082840 null null null null null 2458202.784919 2458244.747847 57
 83 819 13 4 ZTF_g 454306595115 0 2.3471 80.1724 23.8675 25.6943 0.00012184 0.0396766 -0.0180913 0.000278902 114 30. 0.063444 0.058948 18.2738 25.6943 2 2458208.8065972 819120151 -21.46933189065 126.894295 -0.188205 1.034724 -2.79730399664 212.963974 -0.013224 1.089266 null null null null null 2458202.760613 2458233.738958 57
 84 819 13 4 ZTF_g 454307525115 0 2.191 97.1536 22.9311 25.9163 6.75874e-05 0.0379 -0.0601123 0.000150722 153 30. 0.058208 0.056335 18.6413 25.9163 1 2458208.8075231 819120151 -171.76181542125 100.057709 -1.909549 0.986413 -228.25013719365 173.474518 -1.324618 1.085151 null null null null null 2458202.760613 2458233.738958 57
 85 819 13 4 ZTF_g 454314175115 49 2.027 27.1699 35.4182 23.8805 0.0435921 0.0698667 0.553665 0.146066 9 30. 0.058439 0.052087 16.1325 23.8805 2 2458208.8141782 819120151 12.090067736 170.065582 0.079080 1.072545 -343.21246132627 302.300842 -1.142981 1.126121 null null null null null 2458202.760613 2458233.738958 57
 86 820 16 4 ZTF_g 454329466315 1 1.8012 37.5864 29.2452 25.0598 0.000506401 0.0543998 -0.0512401 0.00129788 61 30. 0.053141 0.049093 17.6368 25.0598 1 2458208.8294676 820120163 390.94407809485 156.254822 2.783146 0.873779 571.45401930145 286.046204 2.011223 1.075395 null null null null null 2458202.784919 2458244.747847 57
 87 819 13 4 ZTF_g 454355305115 0 1.7927 99.2238 21.2464 25.9491 6.15855e-05 0.039114 -0.0416952 0.000134152 181 30. 0.049536 0.042445 18.893 25.9491 2 2458208.8553009 819120151 40.61204941297 91.085388 0.495976 1.080785 -166.16221392906 165.130630 -1.013024 1.094760 null null null null null 2458202.760613 2458233.738958 57
 88 820 16 4 ZTF_g 454374866315 0 1.9064 80.1182 21.6504 25.8298 8.21164e-05 0.0448021 -0.00207059 0.000179365 163 30. 0.057578 0.041326 18.7228 25.8298 2 2458208.8748611 820120163 -9.35058880959 108.887253 -0.095525 0.967449 -22.66543598459 193.064301 -0.118189 1.077879 null null null null null 2458202.784919 2458244.747847 57
 89 820 16 4 ZTF_g 456269656315 0 2.1773 69.4097 14.7918 25.651 7.72637e-05 0.0474769 -0.0132993 0.000156998 187 30. 0.057848 0.04763 18.8485 25.651 2 2458210.7696528 820120163 140.21475294784 82.584381 1.888646 0.995351 70.0169120688 141.899292 0.496750 1.073496 null null null null null 2458202.784919 2458244.747847 57
 90 820 16 4 ZTF_g 456290306315 0 2.2066 93.5821 12.4371 25.9981 4.33418e-05 0.0410987 -0.0217659 8.25254e-05 249 30. 0.052121 0.0467 19.4011 25.9981 2 2458210.7903009 820120163 -6.77944381362 70.696350 -0.106672 0.941804 -87.48453959243 119.402344 -0.737622 1.080874 null null null null null 2458202.784919 2458244.747847 57
 91 819 13 4 ZTF_g 456291715115 0 2.0834 116.5 12.5494 26.1229 3.92327e-05 0.040187 -0.0325744 7.43639e-05 258 30. 0.052269 0.042726 19.5564 26.1229 2 2458210.791713 819120151 -50.32121937616 59.895889 -0.934564 1.023020 -3.93056442247 104.976669 -0.037694 1.084879 null null null null null 2458202.760613 2458233.738958 57
 92 819 13 4 ZTF_g 456293725115 0 1.8079 119.279 12.5618 26.1505 3.5373e-05 0.0389983 -0.0401268 6.25309e-05 275 30. 0.048916 0.042659 19.6892 26.1505 2 2458210.7937269 819120151 91.16106688816 60.093723 1.687466 0.904623 144.57369683379 110.754387 1.314146 1.074763 null null null null null 2458202.760613 2458233.738958 57
 93 820 16 4 ZTF_g 456295136315 0 2.032 107.917 11.9413 26.146 3.56097e-05 0.0395628 -0.0156251 6.19237e-05 289 30. 0.051699 0.04487 19.6597 26.146 2 2458210.7951389 820120163 -141.97903011722 68.261353 -2.313684 0.909382 -107.11923677721 118.828499 -0.907532 1.081877 null null null null null 2458202.784919 2458244.747847 57
 94 819 13 4 ZTF_g 456313935115 0 1.9924 103.939 13.8304 26.0154 4.0617e-05 0.0384528 -0.0431696 8.12974e-05 240 30. 0.052193 0.051326 19.389 26.0154 2 2458210.8139352 819120151 6.21274930708 70.354752 0.098230 1.010820 120.49071907461 125.577873 0.965952 1.085428 null null null null null 2458202.760613 2458233.738958 57
 95 820 16 4 ZTF_g 456314896315 0 2.157 100.392 13.0157 26.0515 3.92597e-05 0.0397011 -0.0318352 7.3764e-05 248 30. 0.054061 0.055828 19.4433 26.0515 2 2458210.8148958 820120163 -12.41830505622 70.198448 -0.196784 1.028022 104.02659390489 119.683502 0.875035 1.086246 null null null null null 2458202.784919 2458244.747847 57
 96 819 13 4 ZTF_g 456334525115 0 1.8522 87.4915 14.2219 25.793 8.53993e-05 0.0530658 -0.0533452 0.00017737 212 30. 0.050507 0.043732 19.177 25.793 2 2458210.8345255 819120151 -96.19011273023 65.616737 -1.630687 1.077848 9.33145113969 118.559624 0.079237 1.087947 null null null null null 2458202.760613 2458233.738958 57
 97 820 16 4 ZTF_g 456336856315 0 2.0416 82.8398 13.6416 25.8461 6.91927e-05 0.049555 -0.0458187 0.000132359 222 30. 0.051181 0.045645 19.2089 25.8461 2 2458210.8368519 820120163 26.52520119958 76.932243 0.383535 0.980505 -41.95356631706 132.051071 -0.319847 1.084334 null null null null null 2458202.784919 2458244.747847 57
 98 820 16 4 ZTF_g 456376156315 0 2.0987 95.4663 14.0474 26.0183 4.21578e-05 0.0391425 -0.0430244 7.75389e-05 232 30. 0.054051 0.041839 19.3335 26.0183 2 2458210.8761574 820120163 51.63493188257 77.227638 0.743748 1.001341 119.9781800544 133.551224 0.904419 1.081042 null null null null null 2458202.784919 2458244.747847 57
 99 819 13 4 ZTF_g 456377565115 0 1.947 108.361 14.3486 26.0565 4.83079e-05 0.042776 -0.045928 9.41671e-05 246 30. 0.051648 0.0425 19.4094 26.0565 2 2458210.8775694 819120151 48.17195111252 64.450783 0.831421 1.042723 101.80777279274 115.844116 0.884753 1.085106 null null null null null 2458202.760613 2458233.738958 57
 100 820 16 4 ZTF_g 457334606315 0 3.5443 113.947 10.6258 26.232 5.08246e-05 0.0407387 -0.0486952 0.00010126 208 30. 0.063076 0.059241 19.3763 26.232 2 2458211.8346065 820120163 45.9239363882 93.552467 0.546058 0.933967 43.44971169188 122.824287 0.356138 1.192131 null null null null null 2458202.784919 2458244.747847 57
 101 819 13 4 ZTF_r 460186005115 32 2.353 24.2446 11.24 23.8126 0.000160349 0.0450228 0.0552353 0.000302115 108 30. 0.067639 0.049964 17.2097 23.8126 2 2458214.6860069 819120251 -44.55119211777 58.334114 -0.849555 0.946016 -94.470138184 102.376236 -0.928989 1.054410 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 102 819 13 4 ZTF_r 460213445115 0 2.2117 77.8139 9.10857 25.0423 5.00417e-05 0.0469857 0.104971 7.3207e-05 307 30. 0.057817 0.046323 18.7267 25.0423 2 2458214.7134491 819120251 -50.59929147347 51.306423 -1.097053 0.906435 -4.44710151543 90.879066 -0.049264 1.061438 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 103 820 16 4 ZTF_r 460214406315 0 2.0837 70.3454 8.80691 24.9572 4.27621e-05 0.0452512 0.104124 5.94394e-05 339 30. 0.065499 0.052369 18.7291 24.9572 2 2458214.7144097 820120263 -51.32035261356 47.402122 -1.204333 1.009876 -57.30712521452 86.859093 -0.664215 1.045772 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 104 820 16 4 ZTF_r 460249466315 0 2.5135 49.2695 9.83765 24.5859 0.000147881 0.067922 0.105809 0.000232228 216 30. 0.067399 0.052587 18.0892 24.5859 3 2458214.7494676 820120263 17.33762711494 59.660652 0.323263 0.952018 45.84786300481 97.147293 0.475120 1.065345 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 105 820 16 4 ZTF_g 460272676315 33554432 2.6229 14.4837 6.25346 23.9891 0.000337528 0.058571 -0.0379008 0.000839181 91 30. 0.061248 0.056187 17.9803 23.9891 1 2458214.7726736 820120163 -3.04263857951 40.759552 -0.083038 1.081774 -45.90100608312 62.825474 -0.735532 1.130029 null null null null null 2458202.784919 2458244.747847 57
 106 820 16 4 ZTF_g 460273596315 33554432 2.4143 31.5214 5.7769 24.8256 6.40167e-05 0.0419622 -0.0349494 0.000134208 183 30. 0.064786 0.055346 18.9408 24.8256 3 2458214.7735995 820120163 -54.9005294056 39.690987 -1.538649 0.932422 -67.1453521898 62.154766 -1.087569 1.123760 null null null null null 2458202.784919 2458244.747847 57
 107 820 16 4 ZTF_i 460377856315 32 2.4365 40.4644 9.24529 23.5942 4.9551e-05 0.0531312 0.185049 0.000149034 155 30. 0.072558 0.058276 17.1756 23.5942 2 2458214.8778588 820120363 14.58503940799 52.036720 0.311783 1.004234 -30.52057020368 86.032791 -0.357144 1.068530 1.40655351536327 18.208999786377 0.115000002086163 7.85799980163574 0.528999984264374 2458232.805023 2458581.783947 0
 108 819 13 4 ZTF_i 460379285115 48 2.4765 31.7846 11.3613 23.2196 0.00018348 0.0798256 0.190849 0.000849185 85 30. 0.08297 0.057966 16.5791 23.2196 2 2458214.8792824 819120351 96.29371183097 58.976147 1.816253 1.031089 0.35891369561 95.573570 0.003781 1.093951 0.392356812418467 18.4179998970032 0.148000001907349 8.71100044250488 0.794000029563904 2458232.803611 2458596.839965 0
 109 819 13 4 ZTF_r 461191075115 48 2.9449 14.8268 11.2093 23.2952 0.00124957 0.0664694 0.0868954 0.00270712 39 30. 0.076011 0.062613 16.5237 23.2952 2 2458215.6910764 819120251 14.32419337382 66.229454 0.240588 1.015073 110.29415750345 98.875763 1.122995 1.099227 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 110 820 16 4 ZTF_r 461236816315 0 2.0949 26.6028 12.1451 23.9175 0.0007402 0.0997777 0.0695116 0.00134927 108 30. 0.05638 0.047966 17.3508 23.9175 2 2458215.7368171 820120263 -46.13937185179 59.611324 -0.860989 1.027651 -128.95155684543 105.483093 -1.230719 1.066061 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 111 820 16 4 ZTF_g 461267656315 0 3.3955 41.637 6.11912 25.0922 8.29021e-05 0.0437027 -0.011411 0.000182239 162 30. 0.075154 0.062961 18.8672 25.0922 2 2458215.7676505 820120163 63.67757895107 53.172558 1.332152 0.907408 98.8302227635 71.376717 1.393954 1.188554 null null null null null 2458202.784919 2458244.747847 57
 112 819 13 4 ZTF_r 461273755115 0 2.7323 81.4418 9.89046 25.0739 6.89018e-05 0.0509316 0.106301 0.000104755 255 30. 0.066776 0.063574 18.5104 25.0739 2 2458215.77375 819120251 -14.45442266287 60.373413 -0.266324 0.980741 -33.44596251813 91.719299 -0.367112 1.108492 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 113 820 16 4 ZTF_r 461275156315 0 2.9563 76.9488 9.52636 25.0586 5.25981e-05 0.0436079 0.116509 7.97982e-05 247 30. 0.075478 0.074736 18.4796 25.0586 2 2458215.7751505 820120263 -39.56816365103 66.009605 -0.666797 0.953602 -2.3793350416 96.479271 -0.024828 1.105854 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 114 820 16 4 ZTF_g 462206656315 0 4.0637 109.096 3.76558 26.1552 3.08165e-05 0.0391989 -0.0497974 4.88974e-05 336 30. 0.078284 0.066694 20.2876 26.1552 2 2458216.7066551 820120163 -5.38264490393 47.131039 -0.127041 1.128953 27.57088351325 59.648632 0.465335 1.205827 null null null null null 2458202.784919 2458244.747847 57
 115 819 13 4 ZTF_g 462207155115 0 3.7909 119.784 3.86097 26.1591 3.73546e-05 0.0429508 -0.0566943 5.77944e-05 330 30. 0.080724 0.063323 20.2957 26.1591 2 2458216.7071528 819120151 -62.13020436432 42.870213 -1.612137 1.117354 -82.44279006557 55.953716 -1.483334 1.171346 null null null null null 2458202.760613 2458233.738958 57
 116 820 16 4 ZTF_r 462229036315 0 3.4254 198.216 4.67288 26.0696 1.44344e-05 0.0279031 0.113998 1.97706e-05 385 30. 0.071885 0.062266 20.1136 26.0696 2 2458216.7290394 820120263 140.69067036275 50.201599 3.117472 1.136242 152.41676233638 68.483032 2.240603 1.132527 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 117 819 13 4 ZTF_r 462230005115 0 3.3014 204.748 4.96121 26.0764 1.57447e-05 0.0287154 0.10782 2.18726e-05 365 30. 0.069346 0.060079 20.1115 26.0764 2 2458216.73 819120251 12.6349064839 47.743431 0.294383 1.049195 17.74399417831 66.809692 0.267379 1.123798 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 118 819 13 4 ZTF_r 462230915115 0 3.2098 205.247 4.92983 26.0717 1.69533e-05 0.0296421 0.105678 2.3421e-05 365 30. 0.070834 0.055769 20.1387 26.0717 1 2458216.7309144 819120251 -34.60043745163 43.799335 -0.878757 1.116180 -82.98385396905 62.217155 -1.342761 1.120799 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 119 819 13 4 ZTF_r 462231825115 0 2.8878 204.979 4.90372 26.077 1.31555e-05 0.0260322 0.109415 1.81749e-05 364 30. 0.066798 0.051744 20.25 26.077 3 2458216.7318287 819120251 17.36924928366 42.221104 0.457621 1.143128 68.70233283557 64.317612 1.075367 1.095496 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 120 820 16 4 ZTF_r 462248626315 0 2.4408 201.417 4.46506 26.0917 1.13581e-05 0.0249157 0.108351 1.5616e-05 385 30. 0.063301 0.050223 20.5077 26.0917 2 2458216.7486227 820120263 2.88037269657 36.766945 0.087146 1.142265 89.85646652805 60.753616 1.488992 1.070832 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 121 820 16 4 ZTF_r 462249536315 0 2.5082 201.868 4.46171 26.0936 1.29919e-05 0.0264588 0.10767 1.78451e-05 383 30. 0.066326 0.050826 20.471 26.0936 3 2458216.749537 820120263 13.6577725293 34.988636 0.434218 1.232647 79.74163748362 56.927124 1.410201 1.071934 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 122 819 13 4 ZTF_g 462253365115 0 2.9002 120.939 3.90701 26.1802 2.41827e-05 0.0353509 -0.0676756 3.40213e-05 360 30. 0.071829 0.055776 20.6137 26.1802 1 2458216.7533681 819120151 21.33427423373 34.942177 0.679177 1.210785 38.30620351538 51.653099 0.746600 1.144215 null null null null null 2458202.760613 2458233.738958 57
 123 819 13 4 ZTF_g 462254295115 0 3.0997 119.535 3.9017 26.1698 2.26769e-05 0.0342053 -0.0528786 3.29354e-05 352 30. 0.076847 0.057579 20.5335 26.1698 2 2458216.754294 819120151 37.22675942826 36.647610 1.129963 1.165772 121.72462663619 52.705982 2.325058 1.158977 null null null null null 2458202.760613 2458233.738958 57
 124 819 13 4 ZTF_g 462255205115 0 2.848 121.059 3.90295 26.1753 2.57937e-05 0.036729 -0.0625919 3.64942e-05 359 30. 0.070401 0.054367 20.6437 26.1753 3 2458216.7552083 819120151 -25.94770197261 32.982811 -0.875117 1.076881 -26.85207771168 49.814610 -0.542671 1.142153 null null null null null 2458202.760613 2458233.738958 57
 125 819 13 4 ZTF_r 463206585115 0 2.5355 186.707 7.04976 25.9939 1.55913e-05 0.0284739 0.0960516 2.16724e-05 363 30. 0.061138 0.052497 19.8723 25.9939 2 2458217.7065856 819120251 -43.02039723473 41.638714 -1.149296 0.970191 -141.18449033456 71.995598 -1.974223 1.048856 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 126 819 13 4 ZTF_r 463230985115 0 2.4094 187.538 6.72654 25.9885 1.59905e-05 0.0286913 0.100972 2.21916e-05 362 30. 0.058205 0.059227 19.9487 25.9885 3 2458217.7309838 819120251 -18.22239518688 41.320694 -0.490561 1.035089 -35.03369206826 71.267586 -0.494890 1.056095 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 127 819 13 4 ZTF_r 463231895115 0 2.5219 195.463 6.72904 26.0339 1.67686e-05 0.0294979 0.0944712 2.32974e-05 363 30. 0.061072 0.055567 19.9513 26.0339 2 2458217.7318981 819120251 32.62281312597 39.595840 0.916488 1.110874 -19.82139079259 66.941978 -0.298092 1.059277 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 128 820 16 4 ZTF_r 463233786315 0 2.292 195.094 5.80708 26.086 1.48378e-05 0.0283214 0.100286 2.03306e-05 384 30. 0.060427 0.055633 20.2582 26.086 2 2458217.7337847 820120263 -32.90221120403 36.429237 -1.004685 1.112024 -187.01331257998 65.623276 -2.868995 1.043499 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 129 820 16 4 ZTF_r 463267146315 0 1.9781 101.58 8.10149 25.3551 0.000200043 0.10411 0.111075 0.000274203 384 30. 0.049722 0.049594 19.2651 25.3551 2 2458217.7671412 820120263 35.48399640892 45.529652 0.866948 1.253107 73.92529587897 87.533463 0.850226 1.040622 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 130 819 13 4 ZTF_r 463268545115 0 1.9813 192.932 6.5409 26.0185 1.30049e-05 0.0259404 0.100086 1.79381e-05 364 30. 0.05041 0.049862 20.2517 26.0185 3 2458217.7685417 819120251 -16.2387513581 32.761051 -0.551378 1.208036 6.16210586248 62.640873 0.099035 1.051721 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
